track_id,segments_loudness_max_mean,segments_loudness_max_std,bars_confidence_mean,bars_confidence_std,beats_confidence_mean,beats_confidence_std
TRAAGGE128F9325E2C,-16.7127437,8.410915221,0.140490683,0.15509753,0.057682099,0.080640229
TRAAGHM128EF35CF8E,-11.10006215,6.072027198,0.169130178,0.18843763,0.621629956,0.208084152
TRAAGJV128F1464090,-10.84589099,5.301572227,0.518136986,0.163378463,0.518136986,0.163378463
TRAAGMJ12903CAD7D4,-13.28977519,5.111534822,0.140824074,0.091048911,0.335237569,0.186508732
TRAAGPF12903CE027E,-15.90884022,7.808164451,0.215794521,0.301043435,0.329679868,0.18549881
TRAAGPJ128F428CD1B,-10.99892761,4.856271874,0.134971223,0.168840223,0.692535714,0.211088088
TRAAGVM128E0784D95,-7.004975723,2.924931361,0.191425,0.282698681,0.323731118,0.175224009
TRAAHEG128E07861C3,-12.59807407,3.940323629,0.025413793,0.043680278,0.496610169,0.167322283
TRAAHRF128F92FE234,-17.42439363,7.327208035,0.226419913,0.092722139,0.061820535,0.061620136
TRAAHZP12903CA25F4,-14.40947714,7.648209103,0.113409722,0.141697762,0.617087931,0.189682423
TRAAIAE128F42AC53D,-17.43735964,4.789785052,0.137235714,0.122429199,0.491386417,0.183010623
TRAAIAX128F930531B,-8.20593,3.241966305,0.181074766,0.252542722,0.325345622,0.194075964
TRAAIHL128F92E6DDA,-12.33001955,6.368290048,0.16656129,0.241431593,0.489565769,0.18796135
TRAAIII128F427D5D8,-19.9907971,7.265542575,0.104976744,0.147097024,0.440122371,0.211796929
TRAAJAC128F148B530,-18.62917241,6.173276467,0.192731844,0.267037933,0.136255495,0.108551265
TRAAJEK128F422F55A,-8.145584058,5.59480597,0.123,0.138486775,0.30258221,0.132937821
TRAAJJA12903CC518A,-9.178452709,4.062317018,0.120103261,0.138236389,0.549411924,0.178223744
TRAAJJG128F4284B27,-8.810848485,7.360475556,0.110063291,0.11757942,0.318062893,0.1830585
TRAAJMH128E0785407,-14.56000081,5.125792833,0.123994624,0.124296407,0.501597594,0.260546197
TRAAJYX128F4255568,-11.35155674,6.044083316,0.48068932,0.197888614,0.48068932,0.197888614
TRAAKAS128F4246013,-14.44111728,6.792048392,0.168147929,0.088646406,0.215950413,0.159293407
TRAAMES128F42AF068,-15.75482133,9.506856975,0.163968,0.186320731,0.200772846,0.150085261
TRAAMFG128F92FDEA2,-18.76902301,7.314721791,0.331890566,0.187556239,0.331890566,0.187556239
TRAAMPA128F92E7D0D,-36.1750587,9.185716656,0.156446809,0.241393984,0,0
TRAAMYQ128F148B753,-18.88979856,6.170868465,0.110875,0.16759401,0.500073276,0.17109573
TRAANBH128F9345A6C,-6.230410463,4.365144925,0.482264706,0.195048363,0.482264706,0.195048363
TRAAOIN128F9303790,-5.784897033,2.639317519,0.115647059,0.249228836,0.323259574,0.154023557
TRAAOJI128F1458DCD,-12.73013596,4.357286365,0.09639375,0.122001542,0.698268634,0.157317658
TRAAOYG128F9314996,-16.12601231,3.889133557,0.092,0.114248702,0.10637467,0.094244038
TRAAPCC128F42519A7,-9.805485994,5.709591791,0.179556522,0.084263891,0.189332186,0.164789256
TRAAPGF128F1458F8B,-19.34877374,5.579308108,0.113216981,0.130850123,0.586080891,0.202378968
TRAAPIV128F1493132,-9.636618587,3.682338984,0.118032258,0.134794412,0.270908152,0.130932839
TRAAPPQ128F14961F5,-11.41426355,4.347242778,0.110462687,0.132003712,0.407873606,0.152243443
TRAAQBF12903CF796B,-20.8363,7.066810692,0,0,0,0
TRAAQCK128F92E8C33,-10.9630971,7.346352811,0.088505882,0.112889652,0.663812865,0.223812382
TRAAQIH128F428BDEA,-7.661937773,3.278583418,0.117430894,0.135347675,0.630607287,0.157889149
TRAAQUC128F9322A82,-14.59292079,3.171127064,0.249769231,0.161104362,0.137294118,0.132785171
TRAAQZQ128EF35C51A,-14.78371526,4.1075399,0.153145038,0.14368026,0.263758794,0.15695463
TRAARSF12903CD1B12,-13.09318894,6.226951876,0.19534,0.122732491,0.343712598,0.260385647
TRAASFP128F42980BD,-9.357266397,4.952385509,0.113331325,0.118879426,0.692391629,0.200525317
TRAASGM128EF34DBB0,-10.35354586,5.83786678,0.131126374,0.139765347,0.439756498,0.16521961
TRAASQC128F93480F0,-5.360857367,3.157717527,0.143917293,0.148172783,0.251903166,0.167621309
TRAASUZ128F9314950,-9.275536451,5.495027773,0.135360465,0.168871075,0.595740113,0.191866583
TRAATIU128F4291A84,-5.855365116,4.912056622,0.12237931,0.194634065,0.235913408,0.151860145
TRAATMY128F149562F,-11.64587237,5.975713573,0.14444697,0.151063894,0.504285311,0.224102202
TRAATNJ128F42631BA,-8.830124839,5.336486915,0.255686508,0.141172334,0.499249012,0.260952582
TRAATPA128F146753C,-10.79002178,3.49315446,0.086079545,0.102922656,0.466937853,0.161884965
TRAAUEO128E0780CB9,-10.98110216,5.619014144,0.132161905,0.141145256,0.546985882,0.211531046
TRAAUGD128F42734DA,-12.2496179,6.924111681,0.092376147,0.116735551,0.808413242,0.180327962
TRAAUMN128F4273561,-9.393574885,6.456391316,0.064730769,0.081823869,0.750737342,0.165138829
TRAAUZX128F92F3D53,-11.54628857,8.264321519,0.214810036,0.128917952,0.26025,0.154987025
TRAAVGB12903CFAA99,-12.08017897,4.590561939,0.169128571,0.119081595,0.448168246,0.301474194
TRAAVOK12903CC4773,-9.851745631,8.157412006,0.283179894,0.185544414,0.34211014,0.237553491
TRAAVOU128F422F292,-3.021896011,2.111549088,0.21365,0.295468962,0.204702179,0.147667682
TRAAVRJ128F92FF90A,-10.37511815,6.395043622,0.119782609,0.124803343,0.348641469,0.17103479
TRAAWGY128F4298A09,-12.21106115,2.585741787,0.088644444,0.049751228,0.238306604,0.134476467
TRAAWOR128F92DF3C8,-5.854678879,4.66979766,0.131353846,0.190825206,0.258727941,0.203772273
TRAAWQD12903CAA968,-18.52864905,4.558713363,0.712007547,0.146583378,0.712007547,0.146583378
TRAAXIR128F92D1938,-13.99245327,5.028860452,0.164044118,0.101229999,0.108288571,0.089036074
TRAAXMX128F9307699,-10.08040191,4.872639735,0.258164557,0.27773808,0.812125,0.159998584
TRAAXUY128F426BA55,-15.06308163,5.532787645,0.590201465,0.166020321,0.590201465,0.166020321
TRAAYPN128F9340DDF,-12.61160828,6.168506148,0.081034483,0.097259866,0.684742857,0.184992732
TRAAZBD128F427A97D,-9.376900086,4.439651312,0.127965116,0.197197897,0.413395028,0.17361802
TRAAZGC12903CB5DFB,-13.38080396,3.52736514,0.20928022,0.137280428,0.163291971,0.120137735
TRAAZKV12903CDDFE0,-9.070615238,5.134458505,0.188197917,0.196573413,0.619617876,0.166663277
TRAAZQW128F93430DC,-16.68624757,5.058099651,0.138604167,0.151839415,0.339801813,0.202382009
TRABAFJ128F42AF24E,-7.449613915,4.108276495,0.106707547,0.120305818,0.763349765,0.204365024
TRABBOP128F931B50D,-6.612862816,3.311804486,0.127959677,0.145577072,0.678894212,0.194312357
TRABBXU128F92FEF48,-12.93520915,4.32012679,0.116722892,0.157427154,0.598089552,0.175801137
TRABCIX128F4265903,-9.384786294,6.964150677,0.082473282,0.094094506,0.623891841,0.202488535
TRABCKL128F423A778,-8.132306588,6.073075457,0.090207692,0.109662468,0.468141491,0.175082486
TRABDTV128E0791839,-11.7891,5.97851631,0.111796154,0.122074539,0.573146411,0.179134695
TRABEBP12903C9BA03,-6.996042199,3.874855414,0.128576271,0.147173698,0.400204225,0.20375225
TRABEKF128F42765FF,-5.304057803,2.031765774,0.318863777,0.200929404,0.318863777,0.200929404
TRABEXK12903CCE19B,-10.60276923,7.933757391,0.147681818,0.186153599,0.779554054,0.162864433
TRABFKN12903CAF61B,-4.088115385,3.684544024,0.118084337,0.157942814,0.424381381,0.231670877
TRABFZX128F4241355,-4.47477512,2.954909983,0.108423913,0.131401578,0.313902703,0.187310528
TRABGHG128F934B27E,-10.57096617,5.349992069,0.212534653,0.291100934,0.380748166,0.194190056
TRABGLK128F9338730,-10.6724562,4.693724541,0.086313869,0.105702775,0.769577132,0.185584721
TRABGMB12903CF50FE,-6.142846517,3.237368972,0.137465753,0.166545652,0.461606061,0.177608059
TRABHBA128F424CF80,-5.53834139,2.901596534,0.132321168,0.15358309,0.020856808,0.041875802
TRABHVL128F92EFB0E,-3.781176837,2.685734431,0.169443114,0.199374489,0.439247392,0.190632022
TRABHWW128F424E9D2,-12.32355026,5.986849135,0.234415584,0.147277664,0.280781116,0.175935889
TRABIPA128F1458F79,-14.39522928,5.557997427,0.146492347,0.154877107,0.447339911,0.232170026
TRABIZY128F933C696,-11.93744385,3.421451875,0.135329897,0.138628014,0.589382653,0.15360452
TRABJIX128C7196953,-10.38542484,4.683320111,0.175913978,0.298450214,0.533064935,0.166796582
TRABJWA128F9309C09,-5.637945428,1.9642405,0.32597482,0.161589573,0.377730632,0.268560346
TRABKBS128F42823EC,-6.618135889,5.521783852,0.143526316,0.209278992,0.120222581,0.126525704
TRABLGI128F42B867A,-7.550626531,5.313902965,0.146301075,0.169675768,0.446272727,0.189599029
TRABLLK128F428FFAF,-9.689736989,5.020126553,0.140691099,0.167452873,0.422348564,0.191038921
TRABLMN128E0792687,-4.669004193,2.895735063,0.127582524,0.15135944,0.379361446,0.198318508
TRABLQE128F92E5E75,-6.293754958,3.502913964,0.124631579,0.144286433,0.632147059,0.200834667
TRABLTP128F930DC6D,-11.23000797,4.035341713,0.09031746,0.127704063,0.763717391,0.147308398
TRABLYQ128F429A9F8,-11.6449708,6.583374801,0.24152381,0.134384081,0.392627244,0.214714194
TRABMZZ128F4249C60,-5.592712695,3.985634352,0.136478261,0.129920333,0.504914439,0.192638042
TRABNET128F14560AC,-22.94582058,5.6508316,0.796793258,0.158599807,0.796793258,0.158599807
TRABNEX128F92C9DEA,-9.797639869,2.693170023,0.130322581,0.145004615,0.059569301,0.080217303
TRABNLE128EF34B85D,-10.30055816,4.390343501,0.079484536,0.087849463,0.477372449,0.17726368
TRABOOL128F426E836,-13.69741953,7.062537957,0.14825,0.152891564,0.502789607,0.1586775
TRABOXX128F92F29EB,-10.19309714,5.320834898,0.08659292,0.11592862,0.817899123,0.150249612
TRABPAU128F429C1BD,-8.403335562,6.753851231,0.130604938,0.096632903,0.697947154,0.173499775
TRABPGO128F931B50C,-6.049950893,5.497169776,0.092344262,0.128381206,0.571369478,0.181027367
TRABPHE128F42A1E65,-8.35636133,4.142944443,0.103176,0.128741916,0.433944773,0.169033594
TRABPJW128F147295E,-16.55733466,4.339052888,0.537912088,0.216749148,0.537912088,0.216749148
TRABPUI12903CF22CE,-8.191980892,1.701124373,0.151105263,0.161457211,0.166715405,0.134046658
TRABQZK128F92F54F4,-28.90023232,11.35558954,0.195389706,0.169079544,0.195389706,0.169079544
TRABRMJ128E0780E42,-8.88752459,3.305442245,0.046606999,0.073176691,0.046606999,0.073176691
TRABRMZ128F4261DED,-9.917993301,4.482855077,0.138149194,0.152563782,0.327971888,0.220248694
TRABRRN12903CF084B,-31.03551554,6.123608639,0.397414508,0.204693855,0.397414508,0.204693855
TRABSAR128F42324A8,-7.05395463,2.462859238,0.353645594,0.171689338,0.353645594,0.171689338
TRABSEN128F424AA36,-8.82223702,5.79861803,0.099522059,0.121080064,0.376199269,0.174046702
TRABTXS128F92E2FDC,-10.6357831,7.548173307,0.082732824,0.092814255,0.64340797,0.2293953
TRABUDK128F14943F3,-13.01009711,7.161387812,0.621293447,0.180065774,0.621293447,0.180065774
TRABUIN128F93022FF,-9.537658439,6.910986007,0.175894118,0.183881069,0.66977147,0.22228081
TRABUUH128F4241346,-6.601987034,6.789318939,0.061675325,0.087844674,0.521400641,0.178417913
TRABUVN128F930633C,-12.03309577,8.736987035,0.078648649,0.097800187,0.66976392,0.173759882
TRABUZC128E078603F,-6.161149548,6.84597861,0.113460396,0.135449018,0.428068881,0.176307814
TRABVWG128F9359323,-9.664909091,6.120751748,0.150240602,0.174861154,0.543824627,0.164868104
TRABWPT128F42B06CC,-16.14275233,6.477441075,0.133441176,0.191692722,0.580855072,0.178421726
TRABXLH128F935F8E7,-13.00089915,6.659808195,0.113981132,0.12427184,0.615580645,0.152720292
TRABXPR128F92F27FE,-6.051747253,3.641579608,0.122032609,0.155142463,0.37450134,0.185833008
TRABXVE128F4284AFC,-16.49121563,6.231171771,0.084201681,0.111614024,0.586515658,0.179701746
TRABYAR128F931B1A4,-10.01454441,7.89458961,0.146481752,0.147808522,0.736412297,0.189855384
TRABYEY128F933773A,-17.23692954,13.06650745,0.220943463,0.262401385,0.220943463,0.262401385
TRABYOS12903CC4A81,-30.26585124,9.161580835,0.593281955,0.240163712,0.593281955,0.240163712
TRABYVN128F429E5CF,-9.737217557,5.328229621,0.12750625,0.141115555,0.430147287,0.170084206
TRABZCL128E0789AED,-21.13187628,8.086498102,0.153531034,0.158569643,0.479929915,0.173491851
TRABZRZ128F42628AD,-15.54022477,7.134320193,0.129748634,0.185802269,0.275402154,0.16321076
TRACASH128F931C969,-7.178938776,3.209153414,0.160940476,0.15378385,0.108755162,0.122619669
TRACBLO128E0784286,-7.086343711,4.109248832,0.213414063,0.284999165,0.180663462,0.135127092
TRACBRM128F425C2C3,-16.27620816,4.242701446,0.100492537,0.117380027,0.440590406,0.220380479
TRACBWP128C7196948,-9.064663623,5.975756631,0.137225,0.167811425,0.278798137,0.195559381
TRACBWQ128F92F2B91,-19.98464848,4.445029784,0.513067524,0.160424794,0.513067524,0.160424794
TRACBWX128F92FD725,-8.445826311,6.96825945,0.121022059,0.114718868,0.385817518,0.156509997
TRACCEJ128F93257ED,-17.0133737,4.996948382,0.127773438,0.200702525,0.533809612,0.172590973
TRACCJA128F149A144,-33.77011201,5.117900071,0.10019,0.126527443,0.400615385,0.165576483
TRACCSW128F148C7C3,-14.6558651,5.844854456,0.078872093,0.108262579,0.57432659,0.142251691
TRACCVZ128F4291A8A,-4.516780546,3.087161101,0.183773585,0.091950214,0.040123905,0.06452073
TRACDCZ128F4285AE0,-16.53111448,5.329824669,0.123018868,0.140510859,0.236608295,0.177160316
TRACFAP128E07862C1,-13.80792625,6.192782098,0.080735632,0.20296387,0.485559194,0.16885701
TRACFOJ128F4253EFA,-16.10335263,6.353766671,0.480435424,0.208430708,0.480435424,0.208430708
TRACFOV128F9340D81,-8.721967925,6.117192929,0.147958621,0.200082151,0.032499154,0.070553741
TRACFWQ12903CF8148,-13.96322258,6.825660354,0.152150289,0.176436042,0.397979914,0.199759029
TRACFXL128F930B28B,-9.927670578,3.836455552,0.109461988,0.130703864,0.556390988,0.18457966
TRACFZI128E0795424,-5.167386463,6.274529726,0.112457143,0.13165026,0.054992982,0.077171806
TRACHFO12903CB3009,-8.919934307,5.633634542,0.09979798,0.117248418,0.618002506,0.191997957
TRACHHH128E0788A35,-12.31137602,5.955643539,0.202122302,0.131559679,0.509458432,0.16801294
TRACHKX128F934B07A,-12.70218921,7.800290917,0.110082192,0.16772954,0.2875625,0.165280213
TRACICJ128F14ADFB8,-8.708579505,4.119046398,0.1498875,0.154012093,0.654716923,0.184988515
TRACISV12903D13877,-7.56079533,6.561393354,0.063478261,0.065862617,0.564075594,0.1623878
TRACJPW128F932CA4C,-10.84473782,2.891359115,0.14056338,0.162925476,0.508005245,0.215725556
TRACJWY12903CB7DBF,-15.18772505,5.123504554,0.140981818,0.195287619,0.602042017,0.162006816
TRACKAP128F425B741,-12.54474093,7.778431859,0.215728522,0.16041942,0.224553022,0.157201302
TRACKVZ128F4285793,-14.9231363,5.1214347,0.153449664,0.162802694,0.571181667,0.208531841
TRACKWV128F934B6B0,-4.878241525,1.013221023,0.137721649,0.20089171,0.228328537,0.151607929
TRACLHC128F9343C39,-7.568067633,4.053252353,0.108898876,0.133181303,0.775325,0.155152693
TRACLRS12903CE9386,-19.64349798,6.174157276,0.10558209,0.139418531,0.273490842,0.153078091
TRACLRV128EF33FAB8,-7.740832827,3.791824694,0.168070707,0.092662007,0.413129482,0.15924172
TRACMCG128F92CE225,-5.210713546,3.197176209,0.087212121,0.101568385,0.427969925,0.213665607
TRACMHD128F931FB14,-3.050755076,0.945149615,0.145357542,0.154030816,0.063470833,0.085960693
TRACMMG128F146D705,-3.217464706,3.141950052,0.129771084,0.128921133,0.446917647,0.160420517
TRACMXG12903CA2541,-18.54857484,7.182152233,0.131273438,0.263146428,0.501381132,0.189178996
TRACNXS128F93395BA,-12.83807762,1.752198978,0.620785311,0.190463196,0.620785311,0.190463196
TRACNXU12903C9CDFF,-7.120139045,5.520004973,0.087073394,0.117027928,0.600230068,0.175942563
TRACOHQ128F424C5EF,-5.924398004,3.087934154,0.158326633,0.213573234,0.36623192,0.219729983
TRACOSS12903CE4724,-14.98022454,5.007624717,0.147811765,0.076925402,0.379211628,0.175663048
TRACOTY128F930BCFA,-17.54479278,6.709361698,0.126153846,0.157677731,0.50810828,0.179565762
TRACOUL128F425BDE0,-7.153495675,3.680706034,0.198881356,0.103542467,0.147836323,0.129855068
TRACPIC128E0792500,-4.752286747,3.323915911,0.43024,0.20030397,0.43024,0.20030397
TRACRON12903CB59E6,-10.89714967,7.372317496,0.165208696,0.234866715,0.374078556,0.185086392
TRACRTS128F9300F7E,-10.74372316,3.366985686,0.130153846,0.206056507,0.182456,0.166253999
TRACRVJ128F14661D6,-6.629356488,4.27459251,0.115804598,0.168032553,0.926511364,0.105117845
TRACSBL128F42480E8,-6.384990399,3.986327042,0.102291045,0.127519669,0.394092593,0.162360831
TRACSIE128F427F98E,-10.83660494,5.928307829,0.083766667,0.123941209,0.853669421,0.171182167
TRACSTF128F4238A87,-14.73384103,7.160341746,0.147079545,0.227184708,0.425559229,0.180585286
TRACTHF128F4295A22,-23.01624586,5.934414512,0.149418919,0.159637936,0.086327731,0.091588916
TRACTLX128F42A51F6,-11.21965989,5.043327197,0.107352381,0.11858946,0.455676424,0.181705202
TRACTUH128F92C93A3,-9.36443876,3.749461516,0.092754717,0.054628386,0.290198502,0.150228047
TRACTWW12903CB7550,-6.897810811,2.940483914,0.118623288,0.124254387,0.568896435,0.145313213
TRACUCQ128F92FFBF7,-8.870556767,5.71045903,0.108258503,0.129145021,0.745857868,0.162239394
TRACUCT128F422BC2F,-7.770160221,4.583979266,0.123030769,0.127583634,0.173120459,0.142710174
TRACVBQ128E07855EE,-8.953604468,4.683295487,0.122797101,0.070069857,0.31909322,0.164563212
TRACVFF12903CF055A,-9.135225508,6.779257119,0.121920354,0.149341394,0.207730684,0.17032275
TRACVSS128E07846A7,-5.380721198,4.672976419,0.137441176,0.155281943,0.209574209,0.152889306
TRACWBO128F92F322F,-12.58189762,3.585959501,0.357643098,0.132283724,0.357643098,0.132283724
TRACWFA128F4265BDF,-5.582350617,5.571254179,0.149357143,0.160268884,0.525528169,0.200443072
TRACWYD128F1465B4A,-14.45827124,7.944691067,0.06325,0.166496997,0.436446281,0.170706938
TRACXGH128F931686C,-14.88148585,6.631131056,0.133013453,0.161537025,0.284862876,0.158262289
TRACXYU128F425EEE8,-15.86429104,6.68186239,0.038166667,0.05758961,0.425550725,0.162335628
TRACYCJ128F9309246,-10.92416355,9.64151105,0.088607843,0.105227686,0.763422705,0.172653957
TRACYDP128F932BC8E,-6.474049774,1.704830427,0.116103448,0.127345943,0,0
TRACYMH12903CA01DF,-4.020265499,3.363684017,0.136282759,0.154793999,0.413724315,0.179857852
TRACYOV128F92CB613,-17.32696296,6.465450847,0.1555,0.170574136,0.569269231,0.251893213
TRACZJA128F429E665,-10.47706948,4.247914705,0.150914773,0.168696637,0.352978814,0.188821429
TRADABC128F4274FCC,-8.782510139,4.042702227,0.133219355,0.149661565,0.598547352,0.18325183
TRADAFY128F145B77B,-18.85092457,4.231840384,0.133533333,0.279484494,0.365409091,0.145184353
TRADAYS12903CDBE0F,-32.9730972,4.734300644,0.106145161,0.125939866,0.531391753,0.193236517
TRADAZP12903D0A480,-7.48090595,7.037282587,0.126542373,0.24720302,0.323785425,0.209248352
TRADBXG12903CBDEC5,-9.120727525,7.554910779,0.634967164,0.098288194,0.634967164,0.098288194
TRADCHC128F42134B5,-9.732117597,6.62965191,0.143899083,0.265154376,0.699060403,0.138220776
TRADCIM128F427A3A1,-7.028615236,5.84178992,0.43249381,0.179299062,0.43249381,0.179299062
TRADCUZ128F92E6775,-22.7454085,8.900458684,0.162470238,0.16661175,0.495381093,0.198589359
TRADDBK128F1483FF8,-10.52282055,3.414801696,0.598166297,0.163503077,0.598166297,0.163503077
TRADDCV128F423BAB0,-6.516871391,1.648144037,0.160861592,0.161959075,0.059135345,0.052201431
TRADDRF128F145869F,-18.12466965,8.159223337,0.187842553,0.105583469,0.360132768,0.171790461
TRADDYJ128F4275431,-10.08836813,8.887782898,0.136897638,0.139084795,0.268376218,0.167716067
TRADESF128F4214D8E,-10.40643528,4.577423877,0.204428333,0.1376603,0.204428333,0.1376603
TRADFAQ128F428AC13,-12.99448767,5.387254913,0.398940639,0.20640396,0.398940639,0.20640396
TRADFID128F4267231,-10.61728135,9.498672522,0.129576923,0.152736997,0.419646497,0.16569381
TRADFII128F931FC9F,-4.548797449,3.12357512,0.220231481,0.295068749,0.262481651,0.162644374
TRADFJJ128F934857E,-6.188989796,2.960582398,0.58568546,0.176518261,0.58568546,0.176518261
TRADFOJ128F425107D,-8.012763058,5.353487183,0.090142857,0.10613945,0.354862797,0.150501219
TRADFOQ128F9335409,-10.63305007,4.447570849,0.109371429,0.147390202,0.284475177,0.162987965
TRADFQK128F422B492,-7.977912017,6.282507329,0.334561404,0.220855436,0.745723404,0.135346129
TRADFXD128F424694C,-5.726623352,4.672981716,0.111735632,0.128284119,0.264724432,0.142464292
TRADGLP128F427A172,-7.961278226,4.087550364,0.078361111,0.117204985,0.732462069,0.194887472
TRADGWP128F42618E4,-5.651001486,3.839695829,0.086309278,0.051841623,0.332850868,0.155341149
TRADGXI128F92EF28F,-3.157958333,3.223786327,0.217097222,0.145080963,0.093389231,0.097524565
TRADHGK128F428A000,-5.201957995,4.306307464,0.185974522,0.192159135,0.153615506,0.141756061
TRADHLD128F4241363,-5.457092462,2.831057828,0.101954248,0.121962082,0.625762987,0.203826222
TRADHLI128F428FEFD,-13.12541688,9.013630919,0.129,0.115304739,0.294571809,0.206718614
TRADHUZ128F148885D,-15.26578272,3.280341506,0.1025,0.162691051,0.325518634,0.16063475
TRADHXU12903CB4400,-8.786606061,4.736427663,0.174404858,0.112706051,0.62992463,0.130621889
TRADJAO128F146D76E,-12.1582381,3.18632209,0.174738095,0.176791024,0.488948919,0.176283242
TRADJGI128F148B0F6,-8.214880403,4.557555486,0.120803419,0.142724062,0.267555085,0.162636192
TRADJHU128F425459F,-9.709722488,8.524640359,0.350761194,0.230253921,0.17954876,0.193501531
TRADJKG12903CE049F,-4.401501656,2.285480001,0.108144578,0.125018276,0.38002381,0.185092157
TRADJSM128F14894AA,-13.4133053,7.75808035,0.128450549,0.129268803,0.74866485,0.167771934
TRADKAX128E0786B92,-8.26231571,2.010566619,0.105882353,0.130362789,0.314511435,0.146823923
TRADKDX128F9320676,-16.53883057,10.80226502,0.281956522,0.144353441,0.432864,0.268522629
TRADKLT128F9304E1D,-16.61806207,10.91376633,0.163747126,0.253914422,0.498716253,0.257762184
TRADLBJ128F423A031,-18.33687925,6.691387147,0.328748175,0.177047085,0.328748175,0.177047085
TRADLYD128F92FEBFF,-10.02534134,3.458389002,0.106390071,0.136975836,0.358121265,0.185279557
TRADMAJ128F92F566E,-6.626182488,4.818699068,0.083295918,0.112244923,0.606229219,0.179604576
TRADMFK12903CC2478,-7.21425779,2.780899782,0.262477876,0.152294666,0.103335277,0.117422966
TRADNRG128F4295A0E,-24.84244476,5.968895761,0.054804878,0.106562296,0.424209459,0.191266273
TRADNRU128F428AC6D,-6.813449438,4.062742222,0.230707865,0.276167235,0.169769231,0.157892426
TRADOAJ128F428DA46,-3.008857631,2.644960937,0.19625811,0.145315676,0.19625811,0.145315676
TRADODV128F4283EB6,-9.124979334,7.832743375,0.135797872,0.185570631,0.400908136,0.160004493
TRADOSF128F9338ADB,-11.14498836,7.390607186,0.103079545,0.114070176,0.662252125,0.162469858
TRADOWO12903CD9BA2,-20.49324533,6.548681102,0.104623188,0.12611705,0.342130631,0.151058058
TRADOZB128F42312BB,-7.567121818,4.10759847,0.148137615,0.196211058,0.253136364,0.17243581
TRADPDI128F92EBD32,-8.485852103,7.509921906,0.151460317,0.154023687,0.395805118,0.217631948
TRADPPX128E078B0BC,-14.8270371,4.957072784,0.099216867,0.130855484,0.706889881,0.16061173
TRADQBK128F92E8B5F,-9.277441654,4.740406265,0.131839695,0.153197912,0.043531309,0.068456155
TRADQJL128F92D9957,-10.21620449,6.817923006,0.230935135,0.203400912,0.805820755,0.159896703
TRADRED12903CA4B7C,-8.142696356,4.218811021,0.117722772,0.155684316,0.516296569,0.22377966
TRADRHX12903CCD1DF,-17.77598923,6.627799398,0.123932039,0.116783034,0.788858521,0.161150982
TRADRJK128E078F041,-13.22346287,5.059686908,0.164102041,0.176244872,0.395589527,0.157515514
TRADRNN128F92F7172,-8.992222836,8.030524853,0.119031579,0.130565366,0.878080729,0.101943414
TRADROR128F42936A4,-6.836000945,4.429231475,0.201395105,0.224969169,0.728837108,0.214444998
TRADSQZ128F42707D7,-10.30314063,5.273814309,0.112454545,0.137345667,0.442948882,0.20821167
TRADSVJ12903C9CDFA,-7.864201983,6.006835311,0.104365854,0.1203692,0.435596651,0.190256864
TRADTID128F9305BC4,-8.34180493,3.871609436,0.129914634,0.143438157,0.422115326,0.17354733
TRADUKH128F4256D1B,-11.0182251,3.798864007,0.163497076,0.18073066,0.414918367,0.207788934
